asset_name,isin,holding_name,holding_ticker,weight_pct,sector,geo,asset_class
FTSE All-World USD (Acc),IE00BK5BQT80,NVIDIA Corp,NVDA,5.300692,Information Technology,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Apple Inc,AAPL,4.406599,Information Technology,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Microsoft Corp,MSFT,4.300160,Information Technology,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Amazon.com Inc,AMZN,2.618414,Consumer Discretionary,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Broadcom Inc,AVGO,1.915913,Information Technology,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Alphabet Inc,GOOGL,1.830761,Communication,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Meta Platforms Inc,META,1.585950,Communication,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Alphabet Inc,GOOG,1.490154,Communication,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Tesla Inc,TSLA,1.436935,Consumer Discretionary,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Taiwan Semiconductor Manufacturing Co Ltd,2330,1.330495,Technology,Unknown from proxy data,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,JPMorgan Chase & Co,JPM,0.968600,Financials,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Eli Lilly & Co,LLY,0.777009,Health Care,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Berkshire Hathaway Inc,BRK/B,0.745077,Financials,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Visa Inc,V,0.649282,Financials,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Tencent Holdings Ltd,700,0.564130,Communication Services,China,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Exxon Mobil Corp,XOM,0.553486,Energy,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Netflix Inc,NFLX,0.532198,Communication,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Johnson & Johnson,JNJ,0.510910,Health Care,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Mastercard Inc,MA,0.500266,Financials,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Palantir Technologies Inc,PLTR,0.489622,Information Technology,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Walmart Inc,WMT,0.489622,Consumer Staples,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Oracle Corp,ORCL,0.489622,Information Technology,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,ASML Holding NV,ASML,0.468334,Information Technology,Netherlands,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Advanced Micro Devices Inc,AMD,0.457690,Information Technology,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Costco Wholesale Corp,COST,0.447046,Consumer Staples,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,AbbVie Inc,ABBV,0.436402,Health Care,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Alibaba Group Holding Ltd,9988,0.425758,Consumer Discretionary,Unknown from proxy data,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Home Depot Inc/The,HD,0.425758,Consumer Discretionary,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Bank of America Corp,BAC,0.404470,Financials,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Samsung Electronics Co Ltd,005930,0.404470,Information Technology,Korea (South),Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Procter & Gamble Co/The,PG,0.393827,Consumer Staples,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,General Electric Co,GE,0.361895,Industrials,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,UnitedHealth Group Inc,UNH,0.351251,Health Care,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Chevron Corp,CVX,0.340607,Energy,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Cisco Systems Inc,CSCO,0.319319,Information Technology,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,International Business Machines Corp,IBM,0.319319,Information Technology,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Wells Fargo & Co,WFC,0.319319,Financials,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Coca-Cola Co/The,KO,0.298031,Consumer Staples,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,SAP SE,SAP,0.298031,Information Technology,Germany,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Caterpillar Inc,CAT,0.298031,Industrials,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Micron Technology Inc,MU,0.276743,Information Technology,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,AstraZeneca PLC,AZN,0.276743,Health Care,United Kingdom,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Nestle SA,NESN,0.276743,Consumer Staples,Switzerland,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Salesforce Inc,CRM,0.266099,Information Technology,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,HSBC Holdings PLC,HSBA,0.266099,Financials,United Kingdom,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,RTX Corp,RTX,0.266099,Industrials,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Goldman Sachs Group Inc/The,GS,0.266099,Financials,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Novartis AG,NOVN,0.255455,Health Care,Switzerland,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Philip Morris International Inc,PM,0.255455,Consumer Staples,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Roche Holding AG,ROG,0.255455,Health Care,Switzerland,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Shell PLC,SHEL,0.255455,Energy,United Kingdom,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Merck & Co Inc,MRK,0.244811,Health Care,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Toyota Motor Corp,7203,0.244811,Consumer Discretionary,Japan,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Thermo Fisher Scientific Inc,TMO,0.234167,Health Care,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,McDonald's Corp,MCD,0.234167,Consumer Discretionary,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Abbott Laboratories,ABT,0.234167,Health Care,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,SK hynix Inc,000660,0.234167,Technology,"Korea, Republic of",Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Siemens AG,SIE,0.234167,Industrials,Germany,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Royal Bank of Canada,RY,0.223523,Financials,Canada,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Lam Research Corp,LRCX,0.223523,Information Technology,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Walt Disney Co/The,DIS,0.223523,Communication,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Berkshire Hathaway Inc,BRK/A,0.223523,Financials,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,PepsiCo Inc,PEP,0.223523,Consumer Staples,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,American Express Co,AXP,0.223523,Financials,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,QUALCOMM Inc,QCOM,0.223523,Information Technology,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Shopify Inc,SHOP,0.223523,Information Technology,Canada,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Linde PLC,LIN,0.223523,Materials,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Uber Technologies Inc,UBER,0.212879,Industrials,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Intuitive Surgical Inc,ISRG,0.212879,Health Care,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,ServiceNow Inc,NOW,0.212879,Information Technology,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Applied Materials Inc,AMAT,0.212879,Information Technology,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Morgan Stanley,MS,0.212879,Financials,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Commonwealth Bank of Australia,CBA,0.212879,Financials,Australia,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Citigroup Inc,C,0.212879,Financials,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Intuit Inc,INTU,0.202235,Information Technology,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,LVMH Moet Hennessy Louis Vuitton SE,MC,0.202235,Consumer Discretionary,France,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Intel Corp,INTC,0.191591,Information Technology,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,AT&T Inc,T,0.191591,Communication,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,SoftBank Group Corp,9984,0.191591,Communication,Japan,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Sony Group Corp,6758,0.191591,Consumer Discretionary,Japan,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Mitsubishi UFJ Financial Group Inc,8306,0.191591,Financials,Japan,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Amphenol Corp,APH,0.191591,Information Technology,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Verizon Communications Inc,VZ,0.191591,Communication,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,NextEra Energy Inc,NEE,0.191591,Utilities,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Booking Holdings Inc,BKNG,0.180947,Consumer Discretionary,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,BlackRock Funding Inc/DE,BLK,0.180947,Financials,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Arista Networks Inc,ANET,0.180947,Information Technology,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Amgen Inc,AMGN,0.180947,Health Care,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Charles Schwab Corp/The,SCHW,0.180947,Financials,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,GE Vernova Inc,GEV,0.180947,Industrials,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,KLA Corp,KLAC,0.180947,Information Technology,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Accenture PLC,ACN,0.170303,Information Technology,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,TJX Cos Inc/The,TJX,0.170303,Consumer Discretionary,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Schneider Electric SE,SU,0.170303,Industrials,France,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Novo Nordisk A/S,NOVOB,0.170303,Health Care,Unknown from proxy data,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Allianz SE,ALV,0.170303,Financials,Germany,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Hitachi Ltd,6501,0.170303,Industrials,Japan,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,AppLovin Corp,APP,0.170303,Information Technology,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Banco Santander SA,SAN,0.170303,Financials,Spain,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,S&P Global Inc,SPGI,0.170303,Financials,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Gilead Sciences Inc,GILD,0.170303,Health Care,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Eaton Corp PLC,ETN,0.170303,Industrials,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Texas Instruments Inc,TXN,0.170303,Information Technology,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Boston Scientific Corp,BSX,0.159659,Health Care,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Boeing Co/The,BA,0.159659,Industrials,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Palo Alto Networks Inc,PANW,0.159659,Information Technology,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Adobe Inc,ADBE,0.159659,Information Technology,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Unilever PLC,ULVR,0.159659,Consumer Staples,United Kingdom,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Toronto-Dominion Bank/The,TD,0.159659,Financials,Canada,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Airbus SE,AIR,0.159659,Industrials,France,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Pfizer Inc,PFE,0.159659,Health Care,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Capital One Financial Corp,COF,0.159659,Financials,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,BHP Group Ltd,BHP,0.159659,Materials,Australia,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Iberdrola SA,IBE,0.149015,Utilities,Spain,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Danaher Corp,DHR,0.149015,Health Care,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Lowe's Cos Inc,LOW,0.149015,Consumer Discretionary,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Crowdstrike Holdings Inc,CRWD,0.149015,Information Technology,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Union Pacific Corp,UNP,0.149015,Industrials,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Rolls-Royce Holdings PLC,RR/,0.149015,Industrials,United Kingdom,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Honeywell International Inc,HON,0.149015,Industrials,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,HDFC Bank Ltd,HDFCB,0.138371,Financials,Unknown from proxy data,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Safran SA,SAF,0.138371,Industrials,France,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Stryker Corp,SYK,0.138371,Health Care,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Welltower Inc,WELL,0.138371,Real Estate,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,UBS Group AG,UBSG,0.138371,Financials,Switzerland,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Progressive Corp/The,PGR,0.138371,Financials,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,ABB Ltd,ABBN,0.127728,Industrials,Switzerland,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Constellation Energy Corp,CEG,0.127728,Utilities,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Medtronic PLC,MDT,0.127728,Health Care,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Analog Devices Inc,ADI,0.127728,Information Technology,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,TotalEnergies SE,TTE,0.127728,Energy,France,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Banco Bilbao Vizcaya Argentaria SA,BBVA,0.127728,Financials,Spain,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,UniCredit SpA,UCG,0.127728,Financials,Italy,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Reliance Industries Ltd,RELIANCE,0.127728,Energy,Unknown from proxy data,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Prologis Inc,PLD,0.127728,Real Estate,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Deere & Co,DE,0.127728,Industrials,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,ConocoPhillips,COP,0.127728,Energy,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Advantest Corp,6857,0.127728,Information Technology,Japan,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,MercadoLibre Inc,MELI,0.117084,Consumer Discretionary,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Vertex Pharmaceuticals Inc,VRTX,0.117084,Health Care,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Sanofi SA,SAN,0.117084,Financials,Spain,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Robinhood Markets Inc,HOOD,0.117084,Financials,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Blackstone Inc,BX,0.117084,Financials,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,EssilorLuxottica SA,EL,0.117084,Health Care,France,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Automatic Data Processing Inc,ADP,0.117084,Industrials,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Cie Financiere Richemont SA,CFR,0.117084,Consumer Discretionary,Switzerland,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,AIA Group Ltd,1299,0.117084,Financials,Hong Kong,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Southern Co/The,SO,0.117084,Utilities,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,PDD Holdings Inc,PDD,0.117084,Consumer Discretionary,Unknown from proxy data,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Comcast Corp,CMCSA,0.117084,Communication,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,British American Tobacco PLC,BATS,0.117084,Consumer Staples,United Kingdom,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Lockheed Martin Corp,LMT,0.117084,Industrials,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Deutsche Telekom AG,DTE,0.117084,Communication,Germany,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,McKesson Corp,MCK,0.117084,Health Care,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Hon Hai Precision Industry Co Ltd,2317,0.117084,Information Technology,Unknown from proxy data,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Chubb Ltd,CB,0.117084,Financials,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Tokyo Electron Ltd,8035,0.117084,Information Technology,Japan,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Enbridge Inc,ENB,0.117084,Energy,Canada,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Sumitomo Mitsui Financial Group Inc,8316,0.117084,Financials,Japan,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Spotify Technology SA,SPOT,0.117084,Communication,Sweden,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Trane Technologies PLC,TT,0.106440,Industrials,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Intesa Sanpaolo SpA,ISP,0.106440,Financials,Italy,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,CVS Health Corp,CVS,0.106440,Health Care,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,China Construction Bank Corp,939,0.106440,Unknown from proxy data,Unknown from proxy data,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Parker-Hannifin Corp,PH,0.106440,Industrials,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Brookfield Corp,BN,0.106440,Financials,Canada,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Xiaomi Corp,1810,0.106440,Information Technology,China,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,CME Group Inc,CME,0.106440,Financials,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Mitsubishi Heavy Industries Ltd,7011,0.106440,Industrials,Japan,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Altria Group Inc,MO,0.106440,Consumer Staples,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,T-Mobile US Inc,TMUS,0.106440,Communication,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Zurich Insurance Group AG,ZURN,0.106440,Financials,Switzerland,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Duke Energy Corp,DUK,0.106440,Utilities,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Bristol-Myers Squibb Co,BMY,0.106440,Health Care,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,GSK PLC,GSK,0.106440,Health Care,United Kingdom,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,BP PLC,BP/,0.106440,Energy,United Kingdom,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Cadence Design Systems Inc,CDNS,0.106440,Information Technology,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Starbucks Corp,SBUX,0.106440,Consumer Discretionary,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,DoorDash Inc,DASH,0.106440,Consumer Discretionary,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Newmont Corp,NEM,0.095796,Materials,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Rheinmetall AG,RHM,0.095796,Industrials,Germany,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,General Dynamics Corp,GD,0.095796,Industrials,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Bank of Montreal,BMO,0.095796,Financials,Canada,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,3M Co,MMM,0.095796,Industrials,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Prosus NV,PRX,0.095796,Consumer Discretionary,Netherlands,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,National Australia Bank Ltd,NAB,0.095796,Financials,Australia,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Marsh & McLennan Cos Inc,MMC,0.095796,Unknown from proxy data,Unknown from proxy data,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Westpac Banking Corp,WBC,0.095796,Financials,Australia,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Snowflake Inc,SNOW,0.095796,Information Technology,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Synopsys Inc,SNPS,0.095796,Information Technology,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Nintendo Co Ltd,7974,0.095796,Communication,Japan,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,American Tower Corp,AMT,0.095796,Real Estate,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Hermes International SCA,RMS,0.095796,Consumer Discretionary,France,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Howmet Aerospace Inc,HWM,0.095796,Industrials,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Equinix Inc,EQIX,0.095796,Real Estate,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Mizuho Financial Group Inc,8411,0.095796,Financials,Japan,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Intercontinental Exchange Inc,ICE,0.095796,Financials,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,RELX PLC,REL,0.095796,Industrials,United Kingdom,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,CRH PLC,CRH,0.095796,Materials,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Bank of Nova Scotia/The,BNS,0.085152,Financials,Canada,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,HCA Healthcare Inc,HCA,0.085152,Health Care,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Muenchener Rueckversicherungs-Gesellschaft AG in Muenchen,MUV2,0.085152,Financials,Germany,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Agnico Eagle Mines Ltd,AEM,0.085152,Materials,Canada,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Marvell Technology Inc,MRVL,0.085152,Information Technology,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Sherwin-Williams Co/The,SHW,0.085152,Materials,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,O'Reilly Automotive Inc,ORLY,0.085152,Consumer Discretionary,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,DBS Group Holdings Ltd,DBS,0.085152,Financials,Singapore,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,KKR & Co Inc,KKR,0.085152,Financials,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,ICICI Bank Ltd,ICICIBC,0.085152,Unknown from proxy data,Unknown from proxy data,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Siemens Energy AG,ENR,0.085152,Industrials,Germany,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Mitsubishi Corp,8058,0.085152,Industrials,Japan,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Cloudflare Inc,NET,0.085152,Information Technology,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Northrop Grumman Corp,NOC,0.085152,Industrials,United States,Proxy ETF underlying
FTSE All-World USD (Acc),IE00BK5BQT80,Emerson Electric Co,EMR,0.085152,Industrials,United States,Proxy ETF underlying
